05/05/2012;3492;;1366;2106;3696;1779;1677;4108
06/05/2012;3411;;1525;1815;3346;1879;2036;4633
07/05/2012;5552;;2573;3959;6355;3416;1848;5253
08/05/2012;1241;;625;991;1729;1007;119;1383
09/05/2012;3297;;1545;2700;4343;2340;737;3129
10/05/2012;2755;;1227;2130;4056;2075;399;2437
11/05/2012;4639;;1803;3663;5713;2888;1260;4499
12/05/2012;3854;;1457;2429;3894;1805;2268;4855
13/05/2012;2741;;1223;1703;3086;1592;1394;3496
14/05/2012;6189;;2709;4402;7006;3868;2215;5775
15/05/2012;3964;;1773;3144;5088;2650;975;3765
16/05/2012;4947;;2178;3681;5882;3057;1332;4348
17/05/2012;5351;;2441;4182;6551;3408;1631;4988
18/05/2012;5980;;2241;4415;6646;3196;1711;5273
19/05/2012;4732;;1454;2807;4673;1966;2914;5293
20/05/2012;5255;;1663;2730;4462;2182;4241;5539
21/05/2012;5129;;1646;2672;4169;2044;3413;5053
22/05/2012;2315;;938;1847;2599;1610;251;2069
23/05/2012;5974;;2650;4407;7281;3737;1826;4798
24/05/2012;6485;;2653;4600;7600;3792;2062;5209
25/05/2012;5697;;2205;4096;6734;3341;1953;5174
26/05/2012;4974;;1622;2936;4991;2373;3455;5443
27/05/2012;4396;;1525;2578;4587;2073;2886;5168
28/05/2012;4268;;1962;3449;5798;2898;1027;3894
29/05/2012;3154;;1184;2325;3904;1933;475;2731
30/05/2012;6459;;2722;4806;7632;3817;2454;5172
31/05/2012;5104;;2177;3985;6631;3205;1389;4410
01/06/2012;6097;;2604;4110;7175;3895;1692;6595
02/06/2012;943;;392;630;1289;628;71;1436
03/06/2012;2755;;1897;2020;3768;2324;1312;4936
04/06/2012;2717;;1408;2095;4276;2168;333;3090
05/06/2012;5842;;2721;3927;7302;3786;1232;5348
06/06/2012;6037;;2724;4273;7822;3987;1223;5269
07/06/2012;6246;;2607;4670;8222;3972;1019;5724
08/06/2012;4169;;1833;3303;5881;3001;623;4474
09/06/2012;5164;;1672;3418;5557;2451;1551;6026
10/06/2012;5112;;1812;2905;4798;2328;1833;6170
11/06/2012;6206;;2577;4333;7015;3757;1264;5721
12/06/2012;3361;;1556;2362;4230;2381;589;3030
13/06/2012;6180;;2792;4374;7297;3825;1968;5887
14/06/2012;6908;;2978;4809;7934;4223;2386;6243
15/06/2012;7077;;2469;4999;7663;4053;2293;6491
16/06/2012;5421;;1651;3099;4909;2337;3280;5537
17/06/2012;4638;;1552;2082;4108;2020;3453;5128
18/06/2012;5921;;2703;3582;6824;3960;2455;5496
19/06/2012;5382;;2360;3447;6679;3438;1711;5015
20/06/2012;5713;;2402;3524;6848;3510;2363;4852
21/06/2012;5183;;2195;3297;6684;3272;2265;4957
22/06/2012;5398;;1934;3612;6659;3252;2009;5263
23/06/2012;3753;;1326;1842;3992;1910;2585;4824
24/06/2012;3341;;1152;1423;2989;1510;3634;4581
25/06/2012;2245;;1077;1374;3031;1440;1349;3283
26/06/2012;3327;;1435;2139;4318;2193;620;3223
27/06/2012;3141;;1322;2142;4211;2134;536;2897
28/06/2012;6064;;2381;4411;6864;3523;2415;5175
29/06/2012;5770;;1935;4004;6656;3090;2109;5332
30/06/2012;4738;;1359;3007;4226;1822;2870;4527
01/07/2012;4758;;1343;2911;3935;1777;3732;4522
02/07/2012;4144;;1397;2658;3998;1883;2783;4464
03/07/2012;6712;;2634;4398;7416;3896;2606;5462
04/07/2012;5153;;2038;3591;5814;3070;1246;4493
05/07/2012;6672;;2603;4830;7764;3816;2746;5153
06/07/2012;5958;;2095;4137;6942;3387;2248;5610
07/07/2012;5420;;1289;3802;4978;2132;3156;4939
08/07/2012;4756;;1497;2407;4495;2089;4386;5535
09/07/2012;5661;;2330;3524;6769;3577;2599;4987
10/07/2012;6500;;2625;4064;7436;3749;2822;5952
11/07/2012;6424;;2548;3921;7374;3781;2779;5474
12/07/2012;6179;;2371;3772;7200;3687;2433;5140
13/07/2012;5518;;2005;3525;6492;3088;2219;5185
14/07/2012;4206;;1244;2441;4284;1562;2900;4252
15/07/2012;3035;;1060;1798;3437;1449;2034;3545
16/07/2012;4827;;2092;3141;6049;2965;1703;4379
17/07/2012;2756;;1046;2001;3802;1700;569;2641
18/07/2012;6180;;2589;3750;7311;3654;2813;5884
19/07/2012;6309;;2397;3996;7699;3777;2647;5665
20/07/2012;5813;;2088;3744;6959;3316;2538;5775
21/07/2012;5092;;1419;2957;4658;1821;3835;4848
22/07/2012;4971;;1238;2683;4104;1788;2960;4787
23/07/2012;3877;;1660;2420;4937;2534;1461;3475
24/07/2012;5243;;2318;3465;6721;3317;2170;4694
25/07/2012;6104;;2593;3786;7073;3622;3132;5059
26/07/2012;5560;;2043;4174;6476;3208;1595;4383
27/07/2012;5759;;1948;3658;6851;3275;2653;5295
28/07/2012;4105;;1345;2504;4540;1767;2468;4631
29/07/2012;4230;;1332;1791;4235;1905;3731;4906
30/07/2012;5225;;2285;2975;6219;3196;2564;5100
31/07/2012;5415;;2185;3145;6705;3222;2505;4468
01/08/2012;4638;;1842;2783;5846;2810;1481;3889
02/08/2012;5715;;2361;3340;6956;3329;2643;4828
03/08/2012;5577;;1915;3306;6427;2789;3195;5031
04/08/2012;4223;;1305;2019;4425;1769;2939;4467
05/08/2012;1864;;630;1100;2327;970;1066;2268
06/08/2012;5240;;2277;3193;6375;3187;2274;4604
07/08/2012;5997;;2410;3622;6840;3480;2780;4903
08/08/2012;5498;;2313;3365;6862;3403;2226;4771
09/08/2012;4127;;1802;2601;5377;2656;1471;3636
10/08/2012;2414;;934;1727;3323;1641;440;2456
11/08/2012;2453;;815;1589;2628;1043;1340;2608
12/08/2012;3995;;1338;1937;3427;1719;2988;4178
13/08/2012;4931;;2298;3124;5936;3151;2090;4842
14/08/2012;5333;;2322;3571;6332;3260;1456;4362
15/08/2012;4297;;1882;2936;4948;2686;970;3877
16/08/2012;6062;;2538;3898;6549;3366;1549;4943
17/08/2012;4236;;1777;3099;4979;2581;586;4154
18/08/2012;4427;;1333;2505;3866;1864;1229;4359
19/08/2012;4644;;1408;2605;3780;1758;1683;4478
20/08/2012;5335;;2474;3521;6088;3332;1439;5201
21/08/2012;5792;;2508;4063;6687;3369;2353;5640
22/08/2012;6529;;2671;4513;7065;3774;2391;5154
23/08/2012;5437;;2482;3807;6773;3573;1864;5010
24/08/2012;5690;;2394;3778;6703;3312;2178;5299
25/08/2012;4242;;1305;2358;4126;1726;2558;4833
26/08/2012;3964;;1318;2118;3558;1750;2932;4536
27/08/2012;4314;;2273;3098;5196;2762;1010;3598
28/08/2012;5817;;2794;3966;6313;3420;1629;4720
29/08/2012;6327;;3092;4370;7009;3759;2152;5342
30/08/2012;6003;;2910;4199;6781;3481;1796;5202
31/08/2012;4106;;1868;2999;5054;2541;875;4188
01/09/2012;3934;;1225;2371;3917;1887;2801;3845
02/09/2012;3698;;1232;2093;3827;1788;2959;4247
03/09/2012;4179;;1532;2233;3718;1620;3783;4709
04/09/2012;4225;;1934;3057;5275;3006;894;3868
05/09/2012;5655;;2722;3861;7110;4061;1383;4491
06/09/2012;5883;;2883;3967;7511;4014;1498;4732
07/09/2012;6186;;2720;4153;7323;3886;2051;6104
08/09/2012;2155;;1192;1467;2739;898;801;2626
09/09/2012;3312;;1810;1828;3458;2668;2118;4355
10/09/2012;5077;;2792;3718;6644;3849;1271;4984
11/09/2012;6015;;2913;4081;7148;4314;1484;5451
12/09/2012;6349;;3124;4209;7292;4510;1981;5697
13/09/2012;6520;;3076;4369;7514;4494;1986;5742
14/09/2012;5216;;2257;3480;6104;3574;1524;4918
15/09/2012;3341;;1100;1900;3099;1593;1268;3426
16/09/2012;3635;;1231;1614;3040;1852;2348;3696
17/09/2012;5299;;2658;3670;6582;4076;1704;4788
18/09/2012;2530;;1277;1695;3254;2275;388;2377
19/09/2012;4653;;2351;3176;5746;3738;840;4189
20/09/2012;5260;;2496;3615;6348;3991;1391;5119
21/09/2012;4022;;1821;2911;4745;2945;889;3886
22/09/2012;1521;;656;1073;1682;971;365;1974
23/09/2012;2314;;1093;1496;2572;1470;984;3321
24/09/2012;4553;;2246;3117;5738;3705;1100;4683
25/09/2012;5038;;2236;3273;5861;3712;1007;4420
26/09/2012;3948;;1873;2720;4755;3119;650;3721
27/09/2012;5119;;2288;3465;5983;3704;1152;4598
28/09/2012;4652;;2134;3209;5372;3309;1133;4361
29/09/2012;1896;;755;1206;1963;1062;442;2267
30/09/2012;876;;359;513;957;520;133;1162
01/10/2012;3255;;1576;2184;3830;2582;397;2987
02/10/2012;5139;;2525;3281;5845;3732;1229;4497
03/10/2012;4685;;2377;3191;5475;3415;858;3941
04/10/2012;4034;;2025;2705;4850;3066;555;3418
05/10/2012;4151;;1977;2799;4688;2844;1035;4088
06/10/2012;1304;;469;933;1589;776;236;1775
07/10/2012;1580;;660;922;1629;860;695;2052
08/10/2012;1854;;880;987;1818;1040;1115;2502
09/10/2012;4787;;2210;3026;5138;3418;927;4078
10/10/2012;3115;;1537;2081;3681;2608;560;2703
11/10/2012;3746;;1857;2569;4694;3034;558;3457
12/10/2012;3169;;1460;2261;4045;2564;448;3224
13/10/2012;1783;;802;1205;2113;1183;681;2309
14/10/2012;587;;287;443;852;503;65;952
15/10/2012;3292;;1678;2165;4197;2754;560;3183
16/10/2012;3739;;1858;2684;4681;2997;554;3593
17/10/2012;4098;;1964;2645;4836;3063;728;3834
18/10/2012;4671;;2292;3129;5542;3477;1108;4245
19/10/2012;1313;;597;885;1668;1209;111;1486
20/10/2012;2011;;748;1323;2266;1213;797;2243
21/10/2012;1277;;609;869;1777;898;242;1648
22/10/2012;3650;;1819;2495;4800;3023;757;3721
23/10/2012;4177;;1997;2795;5216;3233;795;3554
24/10/2012;3744;;1868;2625;4900;3035;649;3622
25/10/2012;3735;;1815;2528;5010;3017;631;3767
26/10/2012;4290;;1987;2754;5246;3000;1456;4578
27/10/2012;1857;;792;1244;2461;1193;618;2471
28/10/2012;1310;;697;910;1776;955;387;1876
29/10/2012;2919;;1458;2071;3768;2440;411;2795
30/10/2012;2887;;1251;2007;3516;2255;338;2790
31/10/2012;2634;;1294;1835;3453;2220;245;2570
01/11/2012;2405;;1208;1701;3082;2076;165;2461
02/11/2012;1582;;737;1109;2277;1392;97;1888
03/11/2012;844;;380;612;1137;713;105;1302
04/11/2012;966;;446;710;1277;692;197;1374
05/11/2012;2247;;1170;1705;3221;2143;179;2430
